"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Comparison","Mark"
"GO:00720732","BP","GO:0072073","kidney epithelium development","5/107","155/28943",0.000282851600288851,0.0139177838706493,0.0104927815810016,"Bmp7/Aqp1/Sfrp1/Yap1/Smad6",5,"HPPvsVTA","H3K27ac"
"GO:01987382","BP","GO:0198738","cell-cell signaling by wnt","8/107","453/28943",0.000285600169517829,0.0139177838706493,0.0104927815810016,"Sulf1/Lmx1a/Nxn/Ror1/Prkaa2/Sfrp1/Yap1/Pygo1",8,"HPPvsVTA","H3K27ac"
"GO:00485931","BP","GO:0048593","camera-type eye morphogenesis","5/107","157/28943",0.000300075201198384,0.014275005999866,0.0107620955617766,"Col8a1/Crb2/Bmp7/Col8a2/Aqp1",5,"HPPvsVTA","H3K27ac"
"GO:00097553","BP","GO:0009755","hormone-mediated signaling pathway","5/107","163/28943",0.000356543753779188,0.016566846977926,0.012489941533856,"Prlr/Bmp7/Abhd2/Sfrp1/Yap1",5,"HPPvsVTA","H3K27ac"
"GO:00713833","BP","GO:0071383","cellular response to steroid hormone stimulus","5/107","169/28943",0.000420707177732239,0.0190827298073534,0.0143866953028411,"Bmp7/Aqp1/Abhd2/Sfrp1/Yap1",5,"HPPvsVTA","H3K27ac"
"GO:00712482","BP","GO:0071248","cellular response to metal ion","5/107","170/28943",0.000432195150638914,0.0190827298073534,0.0143866953028411,"Kcnh1/Stk39/Prkaa2/Aqp1/Cpne2",5,"HPPvsVTA","H3K27ac"
"GO:0043267","BP","GO:0043267","negative regulation of potassium ion transport","3/107","40/28943",0.000439342127696825,0.0190827298073534,0.0143866953028411,"Kcne2/Stk39/Ptger3",3,"HPPvsVTA","H3K27ac"
"GO:00702522","BP","GO:0070252","actin-mediated cell contraction","4/107","97/28943",0.00046971755943685,0.0196784994373608,0.0148358530608837,"Emp2/Kcne2/Ptger3/Parva",4,"HPPvsVTA","H3K27ac"
"GO:00305133","BP","GO:0030513","positive regulation of BMP signaling pathway","3/107","41/28943",0.000472756743239899,0.0196784994373608,0.0148358530608837,"Sulf1/Crb2/Msx1",3,"HPPvsVTA","H3K27ac"
"GO:00430103","BP","GO:0043010","camera-type eye development","7/107","376/28943",0.000506129473997766,0.0206376875315824,0.0155589962898132,"Col8a1/Crb2/Bmp7/Col8a2/Aqp1/Tulp3/Nhs",7,"HPPvsVTA","H3K27ac"
"GO:0098801","BP","GO:0098801","regulation of renal system process","3/107","43/28943",0.00054437814396506,0.0214408075680156,0.0161644779673517,"Emp2/Ptger3/Gas6",3,"HPPvsVTA","H3K27ac"
"GO:00321472","BP","GO:0032147","activation of protein kinase activity","4/107","101/28943",0.000547287880865262,0.0214408075680156,0.0161644779673517,"Prlr/Emp2/Fbn1/Gas6",4,"HPPvsVTA","H3K27ac"
"GO:00420451","BP","GO:0042045","epithelial fluid transport","2/107","10/28943",0.000597619285582125,0.0221142324042564,0.0166721809022133,"Aqp1/Itpr1",2,"HPPvsVTA","H3K27ac"
"GO:00605133","BP","GO:0060513","prostatic bud formation","2/107","10/28943",0.000597619285582125,0.0221142324042564,0.0166721809022133,"Sulf1/Bmp7",2,"HPPvsVTA","H3K27ac"
"GO:00605603","BP","GO:0060560","developmental growth involved in morphogenesis","6/107","278/28943",0.000597681956871796,0.0221142324042564,0.0166721809022133,"Myo5b/Sema4b/Cttn/Sfrp1/Yap1/Tmem108",6,"HPPvsVTA","H3K27ac"
"GO:00902882","BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","4/107","104/28943",0.000611145611755949,0.0222012533143343,0.0167377869937371,"Sulf1/Fbn1/Sfrp1/Smad6",4,"HPPvsVTA","H3K27ac"
"GO:00860091","BP","GO:0086009","membrane repolarization","3/107","45/28943",0.000622591611299143,0.0222131792745659,0.01674677811596,"Atp1b1/Kcne2/Atp1b3",3,"HPPvsVTA","H3K27ac"
"GO:00488633","BP","GO:0048863","stem cell differentiation","6/107","282/28943",0.000643995463242394,0.0225737357115492,0.017018605870727,"Msi2/Bmp7/Msx1/Sema4b/Sfrp1/Yap1",6,"HPPvsVTA","H3K27ac"
"GO:00485921","BP","GO:0048592","eye morphogenesis","5/107","187/28943",0.000666059873611831,0.0229446142668351,0.0172982155923508,"Col8a1/Crb2/Bmp7/Col8a2/Aqp1",5,"HPPvsVTA","H3K27ac"
"GO:00996391","BP","GO:0099639","neurotransmitter receptor transport, endosome to plasma membrane","2/107","11/28943",0.00072866081226244,0.0246756661508535,0.0186032760454514,"Arhgap44/Myo5b",2,"HPPvsVTA","H3K27ac"
"GO:1990573","BP","GO:1990573","potassium ion import across plasma membrane","3/107","48/28943",0.00075278983887926,0.0250679016346793,0.018898987007653,"Atp1b1/Kcne2/Atp1b3",3,"HPPvsVTA","H3K27ac"
"GO:00309012","BP","GO:0030901","midbrain development","3/107","49/28943",0.000799738681581446,0.0259885781680046,0.0195930959161343,"Lmx1a/Msx1/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:00309002","BP","GO:0030900","forebrain development","7/107","407/28943",0.000806452375583726,0.0259885781680046,0.0195930959161343,"Lmx1a/Lamb1/Syne2/Ptger3/Msx1/Aqp1/Tmem108",7,"HPPvsVTA","H3K27ac"
"GO:19054752","BP","GO:1905475","regulation of protein localization to membrane","5/107","201/28943",0.000920974103250558,0.0287689757029379,0.0216892704446047,"Cnst/Arhgap44/Myo5b/Arhgef16/Mrap2",5,"HPPvsVTA","H3K27ac"
"GO:00604853","BP","GO:0060485","mesenchyme development","6/107","304/28943",0.000950636723896113,0.0287689757029379,0.0216892704446047,"Crb2/Bmp7/Msx1/Sema4b/Sfrp1/Yap1",6,"HPPvsVTA","H3K27ac"
"GO:0043268","BP","GO:0043268","positive regulation of potassium ion transport","3/107","52/28943",0.000951625092079878,0.0287689757029379,0.0216892704446047,"Atp1b1/Stk39/Atp1b3",3,"HPPvsVTA","H3K27ac"
"GO:00434013","BP","GO:0043401","steroid hormone mediated signaling pathway","4/107","118/28943",0.000980426066182591,0.0287689757029379,0.0216892704446047,"Bmp7/Abhd2/Sfrp1/Yap1",4,"HPPvsVTA","H3K27ac"
"GO:00466761","BP","GO:0046676","negative regulation of insulin secretion","3/107","53/28943",0.00100602460054953,0.0287689757029379,0.0216892704446047,"Fbn1/Ptger3/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:0003093","BP","GO:0003093","regulation of glomerular filtration","2/107","13/28943",0.00102839385967244,0.0287689757029379,0.0216892704446047,"Emp2/Gas6",2,"HPPvsVTA","H3K27ac"
"GO:00099501","BP","GO:0009950","dorsal/ventral axis specification","2/107","13/28943",0.00102839385967244,0.0287689757029379,0.0216892704446047,"Sfrp1/Smad6",2,"HPPvsVTA","H3K27ac"
"GO:00606013","BP","GO:0060601","lateral sprouting from an epithelium","2/107","13/28943",0.00102839385967244,0.0287689757029379,0.0216892704446047,"Sulf1/Bmp7",2,"HPPvsVTA","H3K27ac"
"GO:19043382","BP","GO:1904338","regulation of dopaminergic neuron differentiation","2/107","13/28943",0.00102839385967244,0.0287689757029379,0.0216892704446047,"Lmx1a/Sfrp1",2,"HPPvsVTA","H3K27ac"
"GO:00068753","BP","GO:0006875","cellular metal ion homeostasis","7/107","425/28943",0.00103671984515091,0.0287689757029379,0.0216892704446047,"Atp1b1/Kcnh1/Scara5/Steap2/Itpr1/Atp1b3/Atp2b3",7,"HPPvsVTA","H3K27ac"
"GO:00991732","BP","GO:0099173","postsynapse organization","5/107","208/28943",0.00107272277850963,0.0287919131306958,0.0217065632422031,"Arhgap44/Myo5b/Cttn/Shank2/Tmem108",5,"HPPvsVTA","H3K27ac"
"GO:00901003","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","4/107","121/28943",0.00107624823547559,0.0287919131306958,0.0217065632422031,"Sulf1/Crb2/Bmp7/Msx1",4,"HPPvsVTA","H3K27ac"
"GO:00604912","BP","GO:0060491","regulation of cell projection assembly","5/107","209/28943",0.00109582681697777,0.0287919131306958,0.0217065632422031,"Arhgap44/Syne2/Aqp1/Cttn/Yap1",5,"HPPvsVTA","H3K27ac"
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","4/107","122/28943",0.00110959825378557,0.0287919131306958,0.0217065632422031,"Atp1b1/Kcne2/Steap2/Atp1b3",4,"HPPvsVTA","H3K27ac"
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","4/107","122/28943",0.00110959825378557,0.0287919131306958,0.0217065632422031,"Atp1b1/Kcne2/Steap2/Atp1b3",4,"HPPvsVTA","H3K27ac"
"GO:0014831","BP","GO:0014831","gastro-intestinal system smooth muscle contraction","2/107","14/28943",0.00119689975802079,0.0298925714565692,0.0225363625490493,"Sulf1/Ptger3",2,"HPPvsVTA","H3K27ac"
"GO:0106072","BP","GO:0106072","negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","2/107","14/28943",0.00119689975802079,0.0298925714565692,0.0225363625490493,"Ptger3/Mrap2",2,"HPPvsVTA","H3K27ac"
"GO:19049482","BP","GO:1904948","midbrain dopaminergic neuron differentiation","2/107","14/28943",0.00119689975802079,0.0298925714565692,0.0225363625490493,"Lmx1a/Sfrp1",2,"HPPvsVTA","H3K27ac"
"GO:00305141","BP","GO:0030514","negative regulation of BMP signaling pathway","3/107","57/28943",0.00124318011311491,0.030611095577741,0.0230780663672869,"Fbn1/Sfrp1/Smad6",3,"HPPvsVTA","H3K27ac"
"GO:00905962","BP","GO:0090596","sensory organ morphogenesis","6/107","321/28943",0.0012563112299173,0.030611095577741,0.0230780663672869,"Col8a1/Crb2/Bmp7/Col8a2/Msx1/Aqp1",6,"HPPvsVTA","H3K27ac"
"GO:0044058","BP","GO:0044058","regulation of digestive system process","3/107","58/28943",0.00130748629010037,0.0309287929905217,0.0233175821976906,"Stk39/Ptger3/Aqp1",3,"HPPvsVTA","H3K27ac"
"GO:00705883","BP","GO:0070588","calcium ion transmembrane transport","6/107","325/28943",0.00133807427909616,0.0309287929905217,0.0233175821976906,"Atp1b1/Kcne2/Ptger3/Itpr1/Gas6/Atp2b3",6,"HPPvsVTA","H3K27ac"
"GO:0030007","BP","GO:0030007","cellular potassium ion homeostasis","2/107","15/28943",0.00137770899707529,0.0309287929905217,0.0233175821976906,"Atp1b1/Atp1b3",2,"HPPvsVTA","H3K27ac"
"GO:0036376","BP","GO:0036376","sodium ion export across plasma membrane","2/107","15/28943",0.00137770899707529,0.0309287929905217,0.0233175821976906,"Atp1b1/Atp1b3",2,"HPPvsVTA","H3K27ac"
"GO:00604422","BP","GO:0060442","branching involved in prostate gland morphogenesis","2/107","15/28943",0.00137770899707529,0.0309287929905217,0.0233175821976906,"Bmp7/Sfrp1",2,"HPPvsVTA","H3K27ac"
"GO:20010461","BP","GO:2001046","positive regulation of integrin-mediated signaling pathway","2/107","15/28943",0.00137770899707529,0.0309287929905217,0.0233175821976906,"Lamb1/Emp2",2,"HPPvsVTA","H3K27ac"
"GO:20010533","BP","GO:2001053","regulation of mesenchymal cell apoptotic process","2/107","15/28943",0.00137770899707529,0.0309287929905217,0.0233175821976906,"Bmp7/Msx1",2,"HPPvsVTA","H3K27ac"
"GO:00068163","BP","GO:0006816","calcium ion transport","7/107","449/28943",0.00142099574174259,0.0315461054666856,0.0237829813617971,"Atp1b1/Kcne2/Ptger3/Cachd1/Itpr1/Gas6/Atp2b3",7,"HPPvsVTA","H3K27ac"
"GO:20000273","BP","GO:2000027","regulation of animal organ morphogenesis","4/107","133/28943",0.00152570734377598,0.0334984975040045,0.0252549127697332,"Sulf1/Bmp7/Msx1/Sfrp1",4,"HPPvsVTA","H3K27ac"
"GO:0001977","BP","GO:0001977","renal system process involved in regulation of blood volume","2/107","16/28943",0.00157073002084618,0.033893869778197,0.0255529885952268,"Emp2/Gas6",2,"HPPvsVTA","H3K27ac"
"GO:19030783","BP","GO:1903078","positive regulation of protein localization to plasma membrane","3/107","62/28943",0.00158552122339987,0.033893869778197,0.0255529885952268,"Cnst/Myo5b/Arhgef16",3,"HPPvsVTA","H3K27ac"
"GO:00015583","BP","GO:0001558","regulation of cell growth","7/107","459/28943",0.00161064318308727,0.033893869778197,0.0255529885952268,"Lmx1a/Myo5b/Msx1/Sema4b/Cttn/Sfrp1/Yap1",7,"HPPvsVTA","H3K27ac"
"GO:00324141","BP","GO:0032414","positive regulation of ion transmembrane transporter activity","4/107","135/28943",0.00161157038484921,0.033893869778197,0.0255529885952268,"Atp1b1/Kcne2/Stk39/Atp1b3",4,"HPPvsVTA","H3K27ac"
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","5/107","231/28943",0.00170349800164084,0.0354540521591501,0.0267292285125883,"Mmp28/Stk39/Sema4b/Cttn/Gas6",5,"HPPvsVTA","H3K27ac"
"GO:00902781","BP","GO:0090278","negative regulation of peptide hormone secretion","3/107","64/28943",0.00173735726296679,0.0354819179870435,0.0267502368892362,"Fbn1/Ptger3/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:00482682","BP","GO:0048268","clathrin coat assembly","2/107","17/28943",0.0017758717711233,0.0354819179870435,0.0267502368892362,"Nsg2/Snap91",2,"HPPvsVTA","H3K27ac"
"GO:00722342","BP","GO:0072234","metanephric nephron tubule development","2/107","17/28943",0.0017758717711233,0.0354819179870435,0.0267502368892362,"Aqp1/Yap1",2,"HPPvsVTA","H3K27ac"
"GO:00971523","BP","GO:0097152","mesenchymal cell apoptotic process","2/107","17/28943",0.0017758717711233,0.0354819179870435,0.0267502368892362,"Bmp7/Msx1",2,"HPPvsVTA","H3K27ac"
"GO:00071632","BP","GO:0007163","establishment or maintenance of cell polarity","5/107","235/28943",0.00183614527609421,0.0360587331620534,0.0271851046598695,"Crb2/Aqp1/Sipa1l3/Parva/Snap91",5,"HPPvsVTA","H3K27ac"
"GO:00301772","BP","GO:0030177","positive regulation of Wnt signaling pathway","4/107","140/28943",0.00184083622749221,0.0360587331620534,0.0271851046598695,"Sulf1/Lmx1a/Sfrp1/Yap1",4,"HPPvsVTA","H3K27ac"
"GO:00027921","BP","GO:0002792","negative regulation of peptide secretion","3/107","66/28943",0.00189798413176504,0.0361159266215863,0.0272282234842685,"Fbn1/Ptger3/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:00328353","BP","GO:0032835","glomerulus development","3/107","66/28943",0.00189798413176504,0.0361159266215863,0.0272282234842685,"Sulf1/Bmp7/Aqp1",3,"HPPvsVTA","H3K27ac"
"GO:00606882","BP","GO:0060688","regulation of morphogenesis of a branching structure","3/107","66/28943",0.00189798413176504,0.0361159266215863,0.0272282234842685,"Sulf1/Bmp7/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:00303263","BP","GO:0030326","embryonic limb morphogenesis","4/107","143/28943",0.00198874102907538,0.0365330392920753,0.027542689651209,"Bmp7/Msx1/Fras1/Tulp3",4,"HPPvsVTA","H3K27ac"
"GO:00324111","BP","GO:0032411","positive regulation of transporter activity","4/107","143/28943",0.00198874102907538,0.0365330392920753,0.027542689651209,"Atp1b1/Kcne2/Stk39/Atp1b3",4,"HPPvsVTA","H3K27ac"
"GO:00351133","BP","GO:0035113","embryonic appendage morphogenesis","4/107","143/28943",0.00198874102907538,0.0365330392920753,0.027542689651209,"Bmp7/Msx1/Fras1/Tulp3",4,"HPPvsVTA","H3K27ac"
"GO:00605723","BP","GO:0060572","morphogenesis of an epithelial bud","2/107","18/28943",0.00199304368510321,0.0365330392920753,0.027542689651209,"Sulf1/Bmp7",2,"HPPvsVTA","H3K27ac"
"GO:00712412","BP","GO:0071241","cellular response to inorganic substance","5/107","241/28943",0.00204910543952546,0.0366007179410596,0.0275937133837292,"Kcnh1/Stk39/Prkaa2/Aqp1/Cpne2",5,"HPPvsVTA","H3K27ac"
"GO:0061951","BP","GO:0061951","establishment of protein localization to plasma membrane","3/107","68/28943",0.00206757897098046,0.0366007179410596,0.0275937133837292,"Cnst/Arhgap44/Myo5b",3,"HPPvsVTA","H3K27ac"
"GO:19043773","BP","GO:1904377","positive regulation of protein localization to cell periphery","3/107","69/28943",0.0021557932967309,0.0366007179410596,0.0275937133837292,"Cnst/Myo5b/Arhgef16",3,"HPPvsVTA","H3K27ac"
"GO:00456642","BP","GO:0045664","regulation of neuron differentiation","5/107","244/28943",0.00216210343793626,0.0366007179410596,0.0275937133837292,"Lmx1a/Nrep/Bmp7/Ptger3/Sfrp1",5,"HPPvsVTA","H3K27ac"
"GO:1901655","BP","GO:1901655","cellular response to ketone","4/107","147/28943",0.00219847346768643,0.0366007179410596,0.0275937133837292,"Ptger3/Prkaa2/Aqp1/Gas6",4,"HPPvsVTA","H3K27ac"
"GO:00487623","BP","GO:0048762","mesenchymal cell differentiation","5/107","245/28943",0.00220076053362687,0.0366007179410596,0.0275937133837292,"Crb2/Bmp7/Msx1/Sema4b/Sfrp1",5,"HPPvsVTA","H3K27ac"
"GO:00215423","BP","GO:0021542","dentate gyrus development","2/107","19/28943",0.00222215569302678,0.0366007179410596,0.0275937133837292,"Lmx1a/Tmem108",2,"HPPvsVTA","H3K27ac"
"GO:00325703","BP","GO:0032570","response to progesterone","2/107","19/28943",0.00222215569302678,0.0366007179410596,0.0275937133837292,"Abhd2/Yap1",2,"HPPvsVTA","H3K27ac"
"GO:00996381","BP","GO:0099638","endosome to plasma membrane protein transport","2/107","19/28943",0.00222215569302678,0.0366007179410596,0.0275937133837292,"Arhgap44/Myo5b",2,"HPPvsVTA","H3K27ac"
"GO:0106070","BP","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","2/107","19/28943",0.00222215569302678,0.0366007179410596,0.0275937133837292,"Ptger3/Mrap2",2,"HPPvsVTA","H3K27ac"
"GO:00400132","BP","GO:0040013","negative regulation of locomotion","6/107","360/28943",0.00223890640935432,0.0366007179410596,0.0275937133837292,"Sulf1/Adarb1/Mmp28/Abhd2/Sema4b/Sfrp1",6,"HPPvsVTA","H3K27ac"
"GO:0060271","BP","GO:0060271","cilium assembly","6/107","360/28943",0.00223890640935432,0.0366007179410596,0.0275937133837292,"Bbs10/Tmem17/Syne2/Gmnc/Parva/Yap1",6,"HPPvsVTA","H3K27ac"
"GO:19023051","BP","GO:1902305","regulation of sodium ion transmembrane transport","3/107","70/28943",0.00224631366597131,0.0366007179410596,0.0275937133837292,"Atp1b1/Stk39/Atp1b3",3,"HPPvsVTA","H3K27ac"
"GO:0098876","BP","GO:0098876","vesicle-mediated transport to the plasma membrane","4/107","148/28943",0.00225319735072589,0.0366007179410596,0.0275937133837292,"Cnst/Arhgap44/Myo5b/Steap2",4,"HPPvsVTA","H3K27ac"
"GO:00455982","BP","GO:0045598","regulation of fat cell differentiation","4/107","150/28943",0.00236545039941006,0.0381142733711396,0.0287348006923243,"Fbn1/Bmp7/Sfrp1/Yap1",4,"HPPvsVTA","H3K27ac"
"GO:00074093","BP","GO:0007409","axonogenesis","7/107","493/28943",0.00240679926109512,0.0381649597116511,0.0287730137228664,"Lmx1a/Adarb1/Myo5b/Bmp7/Sema4b/Cttn/Snap91",7,"HPPvsVTA","H3K27ac"
"GO:19038292","BP","GO:1903829","positive regulation of protein localization","7/107","493/28943",0.00240679926109512,0.0381649597116511,0.0287730137228664,"Cnst/Myo5b/Prkaa2/Arhgef16/Gas6/Yap1/Myrip",7,"HPPvsVTA","H3K27ac"
"GO:00300503","BP","GO:0030050","vesicle transport along actin filament","2/107","20/28943",0.00246311821582722,0.0384477359001779,0.0289862020300061,"Myo5b/Myrip",2,"HPPvsVTA","H3K27ac"
"GO:00722431","BP","GO:0072243","metanephric nephron epithelium development","2/107","20/28943",0.00246311821582722,0.0384477359001779,0.0289862020300061,"Aqp1/Yap1",2,"HPPvsVTA","H3K27ac"
"GO:00508083","BP","GO:0050808","synapse organization","7/107","496/28943",0.0024894315535171,0.0385330064106919,0.0290504884746326,"Lmx1a/Arhgap44/Myo5b/Cttn/Shank2/Snap91/Tmem108",7,"HPPvsVTA","H3K27ac"
"GO:19053302","BP","GO:1905330","regulation of morphogenesis of an epithelium","3/107","73/28943",0.00253191622423508,0.0385330064106919,0.0290504884746326,"Sulf1/Bmp7/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:00357251","BP","GO:0035725","sodium ion transmembrane transport","4/107","153/28943",0.00254096318869874,0.0385330064106919,0.0290504884746326,"Atp1b1/Stk39/Kcnk1/Atp1b3",4,"HPPvsVTA","H3K27ac"
"GO:00300033","BP","GO:0030003","cellular cation homeostasis","7/107","498/28943",0.00254572414725292,0.0385330064106919,0.0290504884746326,"Atp1b1/Kcnh1/Scara5/Steap2/Itpr1/Atp1b3/Atp2b3",7,"HPPvsVTA","H3K27ac"
"GO:00018373","BP","GO:0001837","epithelial to mesenchymal transition","4/107","155/28943",0.002662820037756,0.0400023641762143,0.0301582546420961,"Crb2/Bmp7/Msx1/Sfrp1",4,"HPPvsVTA","H3K27ac"
"GO:00347552","BP","GO:0034755","iron ion transmembrane transport","2/107","21/28943",0.0027158421627885,0.0401944640092698,0.0303030809742717,"Scara5/Steap2",2,"HPPvsVTA","H3K27ac"
"GO:0090043","BP","GO:0090043","regulation of tubulin deacetylation","2/107","21/28943",0.0027158421627885,0.0401944640092698,0.0303030809742717,"Yeats2/Prkaa2",2,"HPPvsVTA","H3K27ac"
"GO:00226122","BP","GO:0022612","gland morphogenesis","4/107","157/28943",0.00278862935441413,0.0409682459567606,0.0308864443201751,"Sulf1/Bmp7/Itpr1/Sfrp1",4,"HPPvsVTA","H3K27ac"
"GO:00508782","BP","GO:0050878","regulation of body fluid levels","6/107","381/28943",0.00296386498447681,0.0428382545364737,0.0322962658667583,"Prlr/Emp2/Stk39/Ptger3/Aqp1/Gas6",6,"HPPvsVTA","H3K27ac"
"GO:00721701","BP","GO:0072170","metanephric tubule development","2/107","22/28943",0.00298023892921414,0.0428382545364737,0.0322962658667583,"Aqp1/Yap1",2,"HPPvsVTA","H3K27ac"
"GO:0098877","BP","GO:0098877","neurotransmitter receptor transport to plasma membrane","2/107","22/28943",0.00298023892921414,0.0428382545364737,0.0322962658667583,"Arhgap44/Myo5b",2,"HPPvsVTA","H3K27ac"
"GO:00456672","BP","GO:0045667","regulation of osteoblast differentiation","4/107","161/28943",0.00305235638367838,0.0429979352258725,0.032416651023773,"Bmp7/Sfrp1/Yap1/Smad6",4,"HPPvsVTA","H3K27ac"
"GO:00720063","BP","GO:0072006","nephron development","4/107","161/28943",0.00305235638367838,0.0429979352258725,0.032416651023773,"Sulf1/Bmp7/Aqp1/Yap1",4,"HPPvsVTA","H3K27ac"
"GO:00712771","BP","GO:0071277","cellular response to calcium ion","3/107","78/28943",0.00305590931034729,0.0429979352258725,0.032416651023773,"Kcnh1/Prkaa2/Cpne2",3,"HPPvsVTA","H3K27ac"
"GO:00454442","BP","GO:0045444","fat cell differentiation","5/107","265/28943",0.00308442436446407,0.0430956634978966,0.032490329521885,"Fbn1/Bmp7/Sfrp1/Yap1/Smad6",5,"HPPvsVTA","H3K27ac"
"GO:00215371","BP","GO:0021537","telencephalon development","5/107","268/28943",0.00323619515124534,0.0445611530645505,0.0335951794085516,"Lmx1a/Lamb1/Syne2/Aqp1/Tmem108",5,"HPPvsVTA","H3K27ac"
"GO:0044782","BP","GO:0044782","cilium organization","6/107","388/28943",0.00324073510643185,0.0445611530645505,0.0335951794085516,"Bbs10/Tmem17/Syne2/Gmnc/Parva/Yap1",6,"HPPvsVTA","H3K27ac"
"GO:2001044","BP","GO:2001044","regulation of integrin-mediated signaling pathway","2/107","23/28943",0.00325622039410629,0.0445611530645505,0.0335951794085516,"Lamb1/Emp2",2,"HPPvsVTA","H3K27ac"
"GO:00215431","BP","GO:0021543","pallium development","4/107","167/28943",0.00347914861637622,0.0465809897228587,0.0351179581125393,"Lmx1a/Lamb1/Syne2/Tmem108",4,"HPPvsVTA","H3K27ac"
"GO:00507091","BP","GO:0050709","negative regulation of protein secretion","3/107","82/28943",0.00351964256019259,0.0465809897228587,0.0351179581125393,"Fbn1/Ptger3/Sfrp1",3,"HPPvsVTA","H3K27ac"
"GO:00309032","BP","GO:0030903","notochord development","2/107","24/28943",0.00354369891785512,0.0465809897228587,0.0351179581125393,"Crb2/Yap1",2,"HPPvsVTA","H3K27ac"
"GO:0060457","BP","GO:0060457","negative regulation of digestive system process","2/107","24/28943",0.00354369891785512,0.0465809897228587,0.0351179581125393,"Stk39/Ptger3",2,"HPPvsVTA","H3K27ac"
"GO:0090042","BP","GO:0090042","tubulin deacetylation","2/107","24/28943",0.00354369891785512,0.0465809897228587,0.0351179581125393,"Yeats2/Prkaa2",2,"HPPvsVTA","H3K27ac"
"GO:19010171","BP","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","2/107","24/28943",0.00354369891785512,0.0465809897228587,0.0351179581125393,"Kcne2/Stk39",2,"HPPvsVTA","H3K27ac"
"GO:00722071","BP","GO:0072207","metanephric epithelium development","2/107","25/28943",0.00384258733993834,0.0498538279558234,0.0375853894972779,"Aqp1/Yap1",2,"HPPvsVTA","H3K27ac"
"GO:1902307","BP","GO:1902307","positive regulation of sodium ion transmembrane transport","2/107","25/28943",0.00384258733993834,0.0498538279558234,0.0375853894972779,"Atp1b1/Atp1b3",2,"HPPvsVTA","H3K27ac"
"GO:00451773","CC","GO:0045177","apical part of cell","14/111","488/28804",6.26334117556726e-09,1.54704527036511e-06,1.07465748591312e-06,"Atp1b1/Pdzd2/Slc16a8/Emp2/Myo5b/Crb2/Stk39/Prkaa2/Aqp1/Sipa1l3/Shank2/Kcnk1/Atp1b3/Myrip",14,"HPPvsVTA","H3K27ac"
"GO:00163243","CC","GO:0016324","apical plasma membrane","11/111","370/28804",2.03738759440345e-07,2.51617367908826e-05,1.74786409414612e-05,"Atp1b1/Slc16a8/Emp2/Crb2/Stk39/Prkaa2/Aqp1/Shank2/Kcnk1/Atp1b3/Myrip",11,"HPPvsVTA","H3K27ac"
"GO:00319653","CC","GO:0031965","nuclear membrane","7/111","246/28804",4.86018147316904e-05,0.00400154941290917,0.00277968273728615,"Kcnh1/Syne2/Syne3/Ptger3/Aqp1/Itpr1/Sh3bgrl2",7,"HPPvsVTA","H3K27ac"
"GO:00056043","CC","GO:0005604","basement membrane","5/111","120/28804",0.000103995806284597,0.00642174103807384,0.00446087274326033,"Lamb1/Col8a1/Fbn1/Col8a2/Fras1",5,"HPPvsVTA","H3K27ac"
"GO:00620233","CC","GO:0062023","collagen-containing extracellular matrix","8/111","396/28804",0.000153130640086091,0.00689460844928169,0.00478935085119504,"Lamb1/Col8a1/Angptl2/Fbn1/Bmp7/Col8a2/Fras1/Sfrp1",8,"HPPvsVTA","H3K27ac"
"GO:00080763","CC","GO:0008076","voltage-gated potassium channel complex","4/111","76/28804",0.000216425684659729,0.00689460844928169,0.00478935085119504,"Kcnh1/Kcne2/Cttn/Kcnk1",4,"HPPvsVTA","H3K27ac"
"GO:00059032","CC","GO:0005903","brush border","5/111","144/28804",0.000243966335518172,0.00689460844928169,0.00478935085119504,"Myo5b/Ptger3/Aqp1/Shank2/Kcnk1",5,"HPPvsVTA","H3K27ac"
"GO:00312533","CC","GO:0031253","cell projection membrane","7/111","320/28804",0.000247647923422326,0.00689460844928169,0.00478935085119504,"Kcnh1/Tmem17/Syne2/Ptger3/Aqp1/Shank2/Kcnk1",7,"HPPvsVTA","H3K27ac"
"GO:00315261","CC","GO:0031526","brush border membrane","4/111","79/28804",0.000251220550783543,0.00689460844928169,0.00478935085119504,"Ptger3/Aqp1/Shank2/Kcnk1",4,"HPPvsVTA","H3K27ac"
