"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Comparison","Mark"
"GO:00037793","MF","GO:0003779","actin binding","10/111","447/28404",1.05435677583109e-05,0.00154463267659254,0.00112649697628269,"Syne2/Syne3/Sntb1/Myo5b/Myo18b/Parva/Cttn/Sntb2/Pknox2/Myrip",10,"HPPvsVTA","H3K27ac"
"GO:00510152","MF","GO:0051015","actin filament binding","13/212","222/28404",1.40233283380977e-08,3.14122554773389e-06,2.44301141047913e-06,"Gas7/Samd14/Clmn/Ezr/Myo5b/Shtn1/Tmod1/Antxr1/Eps8l2/Cttn/Pknox2/Myo5a/Myo6",13,"HPPvsCTX","H3K27ac"
"GO:00510151","MF","GO:0051015","actin filament binding","9/126","222/28404",6.90492350048072e-07,7.41128455718264e-05,5.4997109986285e-05,"Gas7/Clmn/Syne3/Myo5b/Shtn1/Antxr1/Actn4/Pknox2/Myo5a",9,"HPPvsPFC","H3K27ac"
"GO:0051015","MF","GO:0051015","actin filament binding","7/89","222/28404",6.48525725012732e-06,0.000575026142844622,0.000380013319568864,"Syne2/Myo10/Myo5b/Antxr1/Eps8l2/Cttn/Pknox2",7,"HPPvsSTR","H3K27ac"
"GO:00510153","MF","GO:0051015","actin filament binding","6/111","222/28404",0.000243715561294809,0.0102012370656256,0.00743973818689418,"Syne2/Syne3/Myo5b/Myo18b/Cttn/Pknox2",6,"HPPvsVTA","H3K27ac"
"GO:00300482","BP","GO:0030048","actin filament-based movement","11/213","128/28943",3.03561109006567e-09,4.68850132860643e-06,3.36473523983068e-06,"Emp2/Kcne2/Dsg2/Myo5b/Shtn1/Pdpn/Parva/Pard3/Myo5a/Myo6/Myrip",11,"HPPvsCTX","H3K27ac"
"GO:00300481","BP","GO:0030048","actin filament-based movement","9/125","128/28943",4.83353824253795e-09,1.1015633654744e-05,8.11525631247162e-06,"Emp2/Kcne2/Myo5b/Shtn1/Actn4/Parva/Pard3/Myo5a/Myrip",9,"HPPvsPFC","H3K27ac"
"GO:00300483","BP","GO:0030048","actin filament-based movement","7/107","128/28943",5.06715474853451e-07,0.000997355969599777,0.000751918440807798,"Syne2/Emp2/Kcne2/Myo5b/Ptger3/Parva/Myrip",7,"HPPvsVTA","H3K27ac"
"GO:00451772","CC","GO:0045177","apical part of cell","26/219","488/28804",8.53663629722925e-15,2.90245634105795e-12,2.12068017489064e-12,"Igfbp2/Atp1b1/Edar/Slc24a4/Pdzd2/Emp2/Ezr/Dsg2/Myo5b/Vldlr/Crb2/Fap/Slc4a10/Stk39/Mpdz/Pdpn/Slc29a4/Aqp1/Slc4a5/Atp2b2/Shank2/Kcnk1/Pard3/Myo6/Myrip/Slc16a2",26,"HPPvsCTX","H3K27ac"
"GO:00451771","CC","GO:0045177","apical part of cell","16/128","488/28804",5.91623532192079e-10,1.43764518322675e-07,9.96418580534029e-08,"Igfbp2/BC034090/Atp1b1/Pdzd2/Emp2/Myo5b/Vldlr/Slc4a10/Stk39/Atp2b2/Shank2/Fat1/Kcnk1/Pard3/Myrip/Slc16a2",16,"HPPvsPFC","H3K27ac"
"GO:00451773","CC","GO:0045177","apical part of cell","14/111","488/28804",6.26334117556726e-09,1.54704527036511e-06,1.07465748591312e-06,"Atp1b1/Pdzd2/Slc16a8/Emp2/Myo5b/Crb2/Stk39/Prkaa2/Aqp1/Sipa1l3/Shank2/Kcnk1/Atp1b3/Myrip",14,"HPPvsVTA","H3K27ac"
"GO:0045177","CC","GO:0045177","apical part of cell","9/91","488/28804",2.44859725492255e-05,0.00187725789544062,0.00115127028827937,"Ocln/Pdzd2/Myo5b/Stk39/Aqp1/Atp2b2/Shank2/Kcnk1/Myrip",9,"HPPvsSTR","H3K27ac"
"GO:00163242","CC","GO:0016324","apical plasma membrane","20/219","370/28804",9.50465855124496e-12,1.61579195371164e-09,1.18057864110201e-09,"Igfbp2/Atp1b1/Slc24a4/Emp2/Ezr/Dsg2/Crb2/Slc4a10/Stk39/Mpdz/Pdpn/Slc29a4/Aqp1/Slc4a5/Atp2b2/Shank2/Kcnk1/Pard3/Myrip/Slc16a2",20,"HPPvsCTX","H3K27ac"
"GO:00163241","CC","GO:0016324","apical plasma membrane","13/128","370/28804",1.17674645669731e-08,1.42974694488723e-06,9.90944384587209e-07,"Igfbp2/BC034090/Atp1b1/Emp2/Slc4a10/Stk39/Atp2b2/Shank2/Fat1/Kcnk1/Pard3/Myrip/Slc16a2",13,"HPPvsPFC","H3K27ac"
"GO:00163243","CC","GO:0016324","apical plasma membrane","11/111","370/28804",2.03738759440345e-07,2.51617367908826e-05,1.74786409414612e-05,"Atp1b1/Slc16a8/Emp2/Crb2/Stk39/Prkaa2/Aqp1/Shank2/Kcnk1/Atp1b3/Myrip",11,"HPPvsVTA","H3K27ac"
"GO:0016324","CC","GO:0016324","apical plasma membrane","7/91","370/28804",0.000174969086411049,0.00447143220828236,0.00274220556480474,"Ocln/Stk39/Aqp1/Atp2b2/Shank2/Kcnk1/Myrip",7,"HPPvsSTR","H3K27ac"
"GO:00056042","CC","GO:0005604","basement membrane","12/219","120/28804",1.41400135832458e-10,1.60253487276786e-08,1.17089235285825e-08,"Tmeff2/Col4a4/Tgfb2/Timp3/Lamb1/Col8a1/Fbn1/Col9a3/Frem1/Col8a2/Fras1/Loxl1",12,"HPPvsCTX","H3K27ac"
"GO:0005604","CC","GO:0005604","basement membrane","7/91","120/28804",1.10617474930577e-07,2.54420192340328e-05,1.56028859375762e-05,"Tgfb2/Timp3/Lamb1/Col8a1/Fbn1/Frem1/Fras1",7,"HPPvsSTR","H3K27ac"
